Age,Credit_Score,Account_Balence,Credit_Card_Holter,Dependents,Employment_Type,Applicant_Income,Coapplicant_Income,Loan_Status,Education_Status,Fidelity_Scores
43,455,235573,0,2,Employed,104636,53479,0,Graduated,73
47,416,892612,1,1,Self_Employed,67345,194819,1,Non-Graduated,25
70,347,395038,1,0,Self_Employed,172651,188894,1,Graduated,81
60,363,74872,0,2,Self_Employed,147709,195554,0,Non-Graduated,31
51,493,472107,1,0,Self_Employed,160299,74575,1,Non-Graduated,47
26,425,878829,1,1,Self_Employed,148795,84568,1,Non-Graduated,82
69,492,235575,0,0,Employed,30576,71585,0,Non-Graduated,40
18,468,949833,1,0,Employed,174294,110798,0,Non-Graduated,84
73,335,879412,1,1,Employed,50764,33813,1,Graduated,38
69,441,49952,0,2,Self_Employed,167108,169218,1,Non-Graduated,20
49,409,436143,0,1,Self_Employed,197459,75617,0,Non-Graduated,28
89,485,730900,0,2,Self_Employed,126138,186569,1,Non-Graduated,99
48,414,620740,1,1,Employed,62410,162438,0,Non-Graduated,50
26,421,461087,1,2,Employed,175020,61178,1,Graduated,33
31,436,267665,1,2,Employed,25135,199452,0,Graduated,43
25,410,180708,0,1,Employed,40055,16537,1,Graduated,38
79,318,549434,0,1,Employed,51602,51813,0,Graduated,88
60,361,573771,0,0,Employed,135258,41467,0,Non-Graduated,27
34,480,415025,1,0,Employed,193262,177911,1,Graduated,89
58,417,200890,0,0,Self_Employed,27689,76640,1,Non-Graduated,22
31,361,412209,1,2,Self_Employed,57558,13305,0,Non-Graduated,56
55,364,489652,0,0,Self_Employed,199451,166803,1,Non-Graduated,20
65,404,65029,1,0,Employed,68801,99106,0,Non-Graduated,35
49,454,184787,1,2,Self_Employed,183354,121449,1,Graduated,61
24,450,781023,1,1,Employed,161702,111557,0,Graduated,64
90,484,2083,1,0,Employed,89020,89739,0,Graduated,86
50,313,326637,0,1,Self_Employed,35050,46418,0,Non-Graduated,56
24,476,65181,0,2,Employed,77305,189094,1,Graduated,40
34,337,132268,1,2,Employed,177964,197508,1,Non-Graduated,66
40,420,229889,0,0,Employed,177729,159766,1,Non-Graduated,38
77,327,607627,1,1,Employed,119095,129687,1,Graduated,42
37,370,491310,1,1,Self_Employed,174374,88177,1,Non-Graduated,27
58,403,644990,0,1,Self_Employed,191928,115577,0,Graduated,22
36,497,448352,0,0,Employed,172653,51050,0,Graduated,46
97,483,358479,1,0,Self_Employed,121181,135745,0,Graduated,63
49,497,20305,1,1,Self_Employed,70724,191290,0,Graduated,58
58,492,307278,0,0,Self_Employed,90254,173368,1,Non-Graduated,26
75,379,649248,0,0,Self_Employed,62595,178887,1,Non-Graduated,61
62,466,418473,0,0,Self_Employed,180755,169890,1,Graduated,28
37,396,680017,0,0,Employed,180019,28739,1,Graduated,97
59,416,261506,0,0,Employed,24549,22669,1,Graduated,72
55,330,119678,1,0,Self_Employed,165922,44678,1,Non-Graduated,69
18,391,643736,0,2,Employed,188868,73128,0,Non-Graduated,56
52,423,845380,1,1,Employed,164664,146491,1,Non-Graduated,56
19,471,769831,1,2,Self_Employed,135255,20432,1,Graduated,81
51,354,143734,1,1,Self_Employed,188104,29883,0,Graduated,88
42,438,615798,0,2,Self_Employed,140109,186459,0,Non-Graduated,73
33,414,670902,1,2,Self_Employed,156291,96186,0,Non-Graduated,89
93,380,843536,1,1,Self_Employed,181245,183542,1,Graduated,84
45,414,631362,1,0,Employed,192372,82108,0,Non-Graduated,98
65,492,167079,0,2,Employed,66554,62315,0,Graduated,32
75,373,400727,0,2,Employed,159710,75208,1,Non-Graduated,74
91,401,780705,0,0,Self_Employed,169270,160919,0,Non-Graduated,79
28,345,977661,1,2,Employed,71657,86560,0,Non-Graduated,95
74,451,715101,0,0,Employed,137964,129312,1,Non-Graduated,25
88,329,79380,0,1,Employed,193859,52313,1,Non-Graduated,25
32,467,469059,1,0,Employed,175538,24611,1,Non-Graduated,88
81,446,22145,1,0,Self_Employed,134116,19869,1,Non-Graduated,37
29,345,12346,1,0,Self_Employed,142333,15117,0,Graduated,61
40,341,873971,0,2,Employed,152265,83967,1,Non-Graduated,33
22,422,422477,1,2,Employed,31995,113638,0,Graduated,71
83,456,133871,1,2,Self_Employed,159581,184287,1,Non-Graduated,84
65,364,28744,0,0,Self_Employed,194493,74087,1,Non-Graduated,71
65,354,671444,0,1,Employed,98410,25828,1,Non-Graduated,67
69,348,305061,0,2,Employed,193382,192269,1,Graduated,76
100,488,492827,0,2,Self_Employed,95379,109763,1,Non-Graduated,68
35,479,902199,1,1,Self_Employed,17479,173313,0,Graduated,28
99,386,373436,1,0,Employed,103075,14188,0,Graduated,69
90,324,393229,0,0,Self_Employed,15179,186810,1,Graduated,39
49,403,21452,0,2,Self_Employed,106409,158113,0,Non-Graduated,91
27,404,740406,1,2,Self_Employed,103302,46419,0,Graduated,35
87,307,873298,1,1,Employed,193231,162807,1,Graduated,44
72,359,712074,0,1,Employed,181729,113081,1,Graduated,83
88,434,563174,1,1,Employed,157804,115011,0,Non-Graduated,39
62,481,739622,1,1,Employed,26139,187512,0,Non-Graduated,92
94,445,650122,1,0,Self_Employed,27695,32561,0,Graduated,22
44,491,532534,1,1,Self_Employed,16593,147383,0,Graduated,90
37,418,160698,0,0,Self_Employed,132663,40380,0,Non-Graduated,68
72,424,102881,0,0,Employed,90800,15964,1,Graduated,69
20,464,528990,0,0,Employed,189797,18531,1,Non-Graduated,24
84,330,280824,1,1,Employed,51607,63566,1,Graduated,95
88,369,195925,1,0,Self_Employed,10684,45112,1,Graduated,88
74,424,65798,0,2,Employed,171712,97081,1,Non-Graduated,66
93,396,526809,0,2,Employed,37215,114259,1,Non-Graduated,96
23,448,53209,1,2,Employed,32613,69791,0,Non-Graduated,22
81,486,901996,0,2,Employed,110642,105873,0,Non-Graduated,23
23,389,944184,0,2,Self_Employed,28110,23117,0,Non-Graduated,42
100,493,806292,1,2,Employed,29320,77766,0,Graduated,95
77,305,970047,1,2,Employed,195310,116621,0,Graduated,72
40,377,792452,0,0,Self_Employed,148079,153522,1,Graduated,25
88,382,195482,0,1,Self_Employed,117817,39223,0,Non-Graduated,27
44,454,691488,0,0,Employed,18313,74933,1,Graduated,91
54,406,746812,0,0,Employed,141962,58042,0,Non-Graduated,35
38,356,325254,0,0,Self_Employed,138362,66564,0,Graduated,56
52,383,379854,0,0,Self_Employed,184924,74708,0,Non-Graduated,75
37,485,576165,1,0,Employed,37779,30448,1,Graduated,95
42,405,793985,0,0,Self_Employed,132487,57095,1,Graduated,98
63,437,495911,0,0,Self_Employed,89794,155981,0,Non-Graduated,23
41,452,204593,0,2,Self_Employed,38557,176287,0,Graduated,93
21,334,202971,1,1,Employed,87951,67219,1,Graduated,92
87,443,460589,1,0,Employed,70643,96305,0,Graduated,95
93,468,60066,0,0,Self_Employed,20828,187932,0,Graduated,67
47,369,819590,0,1,Employed,191108,96947,0,Non-Graduated,90
40,489,841607,1,0,Employed,199722,162911,0,Graduated,35
70,304,924335,1,2,Employed,153865,110140,0,Non-Graduated,57
62,440,273389,0,1,Employed,56779,57705,1,Non-Graduated,38
47,331,987806,0,2,Self_Employed,119253,47247,0,Non-Graduated,44
47,403,424728,0,2,Self_Employed,92283,40832,0,Non-Graduated,88
20,447,964545,0,1,Self_Employed,133840,81945,0,Graduated,61
56,351,189473,0,0,Employed,99728,35278,1,Non-Graduated,27
50,378,513721,0,0,Employed,106823,77928,0,Non-Graduated,82
89,398,975126,0,1,Self_Employed,85715,37951,0,Non-Graduated,57
78,453,888084,1,0,Employed,125665,24924,0,Graduated,73
55,367,434929,1,2,Employed,140314,50346,1,Graduated,38
79,321,30981,0,2,Self_Employed,168987,125682,0,Graduated,86
27,353,994693,1,1,Employed,101018,83995,0,Non-Graduated,80
60,339,868920,0,0,Employed,78543,167767,1,Graduated,23
93,447,351771,1,2,Self_Employed,166302,140652,0,Graduated,45
80,320,781002,1,1,Employed,20504,150921,1,Graduated,77
92,388,653489,0,1,Self_Employed,32402,52273,0,Non-Graduated,58
62,341,645740,0,1,Self_Employed,15457,60799,0,Graduated,25
30,452,17987,1,2,Self_Employed,165720,62048,0,Non-Graduated,93
94,379,867597,0,2,Employed,89290,96583,1,Non-Graduated,82
29,386,527117,0,0,Self_Employed,36387,50265,0,Graduated,84
19,343,76883,1,1,Self_Employed,12073,182114,0,Non-Graduated,68
51,468,543998,1,2,Employed,11853,140846,0,Non-Graduated,39
75,332,682587,1,1,Employed,64919,72999,0,Graduated,68
79,325,211663,1,0,Self_Employed,151125,107225,0,Graduated,88
69,321,874650,0,0,Employed,76931,50469,0,Graduated,28
97,411,347170,1,0,Employed,46159,189092,0,Non-Graduated,33
31,358,394896,0,1,Employed,99451,116797,0,Graduated,51
38,342,812168,0,2,Self_Employed,135054,92702,1,Non-Graduated,47
99,367,374785,1,2,Employed,116413,70073,1,Graduated,45
57,414,53037,1,0,Employed,185392,91159,1,Non-Graduated,65
36,454,660696,0,0,Self_Employed,86645,138188,0,Graduated,22
67,450,161201,0,2,Self_Employed,31739,60365,1,Graduated,49
33,343,169756,0,0,Employed,43558,55033,1,Non-Graduated,95
24,489,225112,1,0,Employed,159922,34047,0,Non-Graduated,27
39,379,101590,0,1,Employed,65623,164337,1,Non-Graduated,38
96,456,469863,1,0,Employed,37687,145434,1,Non-Graduated,29
81,327,300758,1,1,Employed,176318,78731,1,Non-Graduated,52
63,477,390840,1,0,Self_Employed,13982,96528,0,Graduated,45
80,452,574208,1,2,Self_Employed,189107,46200,1,Non-Graduated,98
39,389,32716,1,1,Employed,75425,118317,1,Graduated,45
88,487,38517,1,2,Employed,108509,19246,0,Graduated,76
38,494,564037,1,1,Self_Employed,178613,90887,1,Graduated,21
92,495,635595,0,0,Self_Employed,113883,82669,1,Non-Graduated,85
74,335,376382,1,1,Employed,54822,100955,0,Non-Graduated,56
26,441,151625,1,0,Employed,92835,115052,0,Non-Graduated,35
49,455,814594,0,2,Self_Employed,15107,184370,1,Non-Graduated,49
91,335,110913,0,0,Employed,107205,122334,1,Non-Graduated,50
22,428,272935,1,1,Employed,123425,157962,1,Non-Graduated,67
90,370,478203,1,0,Employed,72542,187525,0,Graduated,89
46,441,841308,0,0,Employed,135027,176282,0,Non-Graduated,41
85,488,802348,1,0,Employed,53353,176945,0,Graduated,59
72,482,437711,1,2,Self_Employed,165991,121518,0,Graduated,36
99,370,982736,0,0,Employed,99864,88162,0,Non-Graduated,81
86,381,4693,0,1,Employed,155597,17379,1,Graduated,53
70,390,222234,1,2,Self_Employed,123292,10458,1,Graduated,79
73,327,685552,1,0,Self_Employed,67137,113616,0,Non-Graduated,21
52,382,514591,0,0,Employed,146844,55423,0,Non-Graduated,59
30,491,905750,0,0,Employed,110700,180698,1,Graduated,78
91,302,335318,1,2,Self_Employed,54839,121499,1,Non-Graduated,40
40,476,846559,0,0,Self_Employed,49959,42502,1,Graduated,27
93,355,702922,1,0,Self_Employed,19127,14023,0,Graduated,40
26,380,562343,1,2,Employed,172592,34940,1,Non-Graduated,30
34,497,896344,0,1,Self_Employed,22606,121829,0,Graduated,36
18,377,856504,1,1,Employed,141617,53334,0,Graduated,25
20,387,182574,0,0,Employed,122532,129339,0,Non-Graduated,26
21,403,771352,0,0,Self_Employed,61687,169524,0,Non-Graduated,67
88,440,936893,1,2,Employed,105376,177696,0,Non-Graduated,61
27,348,345839,0,2,Self_Employed,16201,95344,1,Graduated,27
44,340,127632,1,0,Self_Employed,177929,24520,0,Graduated,85
90,462,934046,0,0,Employed,189436,166848,1,Graduated,60
29,304,385356,1,2,Self_Employed,93685,16277,1,Graduated,99
56,307,446838,1,1,Employed,55708,121918,1,Graduated,89
94,309,674371,1,1,Self_Employed,161303,175332,1,Graduated,100
90,495,203509,1,1,Self_Employed,122492,130468,0,Graduated,90
25,325,462872,0,0,Self_Employed,148826,47370,0,Non-Graduated,74
89,463,622710,0,0,Self_Employed,154107,41790,1,Non-Graduated,78
61,309,658084,1,0,Employed,173919,76757,0,Non-Graduated,68
21,386,467525,0,0,Employed,189196,156363,0,Non-Graduated,26
86,349,58034,1,1,Employed,113958,28946,0,Graduated,91
55,461,369190,0,2,Employed,152058,81710,1,Non-Graduated,23
43,382,774208,1,0,Self_Employed,194941,180038,0,Graduated,27
20,347,32648,1,0,Employed,196634,21096,1,Graduated,78
51,341,421383,1,1,Self_Employed,17467,175010,0,Non-Graduated,99
34,450,678133,1,0,Self_Employed,195909,20721,1,Graduated,69
78,327,339314,0,1,Employed,175425,132650,1,Graduated,70
77,380,43416,0,0,Self_Employed,177953,72199,0,Graduated,53
41,443,463984,0,1,Employed,87037,55235,1,Graduated,20
18,464,738252,0,1,Self_Employed,165717,132826,0,Graduated,43
43,474,736105,1,0,Employed,181069,130520,1,Graduated,48
34,412,544212,1,2,Employed,25402,38792,0,Non-Graduated,68
94,312,848599,0,2,Employed,44094,123280,1,Graduated,72
32,377,661784,0,0,Self_Employed,78662,158150,0,Graduated,38
71,434,165954,1,2,Self_Employed,12911,31253,0,Graduated,23
60,310,45983,1,2,Self_Employed,164892,131933,0,Graduated,88
48,325,922839,1,2,Employed,129505,129540,1,Graduated,71
20,385,37296,0,1,Self_Employed,47358,14064,0,Non-Graduated,62
92,494,499635,0,2,Self_Employed,131767,23772,0,Non-Graduated,94
85,383,859041,0,1,Employed,187398,164530,0,Graduated,27
88,358,64473,0,2,Self_Employed,112178,195598,0,Non-Graduated,71
69,360,805782,0,0,Employed,43314,94746,0,Graduated,73
32,402,642263,1,2,Self_Employed,26234,70829,1,Non-Graduated,34
21,462,420531,1,2,Employed,173921,94887,0,Non-Graduated,65
68,422,692316,0,0,Employed,98435,28084,0,Graduated,75
73,319,230248,0,2,Self_Employed,167669,20707,1,Non-Graduated,68
87,318,542147,1,1,Self_Employed,56071,47623,0,Graduated,31
99,344,983781,0,1,Self_Employed,15578,98205,1,Graduated,68
44,367,282476,1,1,Employed,47832,14551,0,Graduated,33
52,497,489636,1,1,Self_Employed,10194,111288,1,Non-Graduated,66
44,349,702816,1,2,Self_Employed,165833,11900,0,Graduated,90
64,484,518897,1,0,Self_Employed,20178,10996,1,Non-Graduated,20
46,496,952837,1,1,Self_Employed,170790,45013,1,Non-Graduated,57
28,355,738529,0,0,Employed,99174,83236,1,Non-Graduated,52
65,413,717274,1,2,Employed,118780,160181,0,Non-Graduated,75
66,409,364163,0,2,Self_Employed,49523,145245,1,Non-Graduated,58
31,453,878972,1,1,Self_Employed,165238,48609,0,Non-Graduated,44
47,417,84178,1,0,Self_Employed,91540,197011,0,Graduated,71
58,494,348288,0,1,Self_Employed,120663,192141,1,Non-Graduated,25
51,307,200536,1,2,Employed,131580,69031,0,Graduated,51
81,387,397132,1,1,Self_Employed,33671,10255,1,Non-Graduated,27
38,400,316698,1,1,Self_Employed,44982,155040,0,Graduated,88
97,465,896276,0,0,Employed,198764,99218,1,Non-Graduated,62
48,463,488622,0,2,Self_Employed,111864,10107,1,Non-Graduated,93
63,361,99186,1,2,Employed,123735,192313,1,Non-Graduated,54
59,380,161939,0,0,Self_Employed,148487,125541,0,Graduated,44
60,422,980432,0,0,Employed,154092,90485,0,Non-Graduated,21
31,357,55756,0,0,Employed,78284,70395,0,Graduated,56
43,462,737069,0,2,Employed,36744,143380,0,Non-Graduated,78
40,404,654367,0,0,Employed,189295,81599,1,Graduated,49
93,370,181608,0,2,Employed,199036,61219,1,Non-Graduated,53
66,493,212583,0,0,Self_Employed,88975,175975,0,Non-Graduated,47
59,488,24067,1,2,Employed,136081,27739,1,Graduated,75
45,303,310653,0,1,Self_Employed,71568,151441,1,Non-Graduated,98
61,410,17544,1,0,Self_Employed,52585,32228,0,Graduated,35
83,479,81926,0,0,Self_Employed,26750,67955,1,Non-Graduated,63
84,435,779274,0,1,Employed,81744,97344,1,Non-Graduated,33
84,455,362196,1,1,Employed,157484,103260,1,Graduated,46
37,329,736476,1,0,Employed,170303,186791,0,Graduated,68
37,334,519711,0,0,Employed,61123,74811,1,Graduated,97
39,324,507750,1,2,Self_Employed,72922,32099,1,Graduated,97
84,453,711302,1,1,Self_Employed,92554,73435,0,Graduated,48
97,405,358290,0,2,Employed,176542,26401,1,Non-Graduated,56
91,382,42913,0,2,Employed,198530,109580,0,Graduated,72
55,337,158018,1,2,Self_Employed,78889,189847,1,Graduated,94
55,417,874751,1,0,Employed,121805,144720,0,Graduated,40
57,499,566970,1,1,Employed,12817,72546,1,Non-Graduated,35
42,462,512539,1,1,Self_Employed,93143,84678,1,Non-Graduated,39
56,409,766964,1,0,Self_Employed,99179,113271,1,Non-Graduated,22
40,404,827141,0,2,Employed,72987,112818,1,Graduated,71
41,430,115172,1,2,Self_Employed,14260,79242,0,Graduated,58
84,374,993709,1,1,Employed,56998,10138,1,Graduated,61
73,358,247570,1,1,Employed,19424,21989,0,Graduated,72
61,398,805989,1,2,Self_Employed,172371,177979,0,Graduated,86
23,303,533521,0,2,Self_Employed,162985,136598,1,Non-Graduated,24
75,422,823128,1,0,Self_Employed,132055,52457,0,Graduated,92
58,425,762258,0,2,Self_Employed,55013,195847,1,Graduated,45
24,416,981003,1,2,Employed,70843,80294,1,Non-Graduated,34
47,461,500507,1,1,Self_Employed,101251,166848,1,Graduated,44
33,392,612721,1,2,Employed,100642,67270,1,Graduated,27
45,357,688542,0,1,Employed,116856,187942,0,Graduated,85
39,439,798240,1,1,Employed,171332,98554,1,Graduated,40
43,322,797196,0,2,Employed,60015,111545,0,Non-Graduated,44
20,396,74795,1,0,Employed,75181,109688,0,Graduated,93
30,378,403021,0,0,Employed,165364,152874,0,Non-Graduated,79
31,444,97325,0,2,Employed,101869,16464,0,Graduated,80
87,331,787776,0,1,Self_Employed,153456,159180,0,Graduated,56
41,304,742665,0,1,Self_Employed,74337,70669,0,Graduated,96
82,477,770335,1,1,Self_Employed,167603,43838,1,Graduated,67
62,400,188687,1,0,Employed,67557,184064,1,Non-Graduated,44
34,371,692908,1,2,Self_Employed,128063,183786,1,Graduated,77
34,499,492226,1,0,Employed,45833,50771,1,Non-Graduated,43
87,490,335825,0,2,Employed,25891,151551,1,Graduated,63
96,429,124599,1,1,Self_Employed,161906,30667,1,Non-Graduated,96
19,386,260141,1,1,Self_Employed,89526,162830,0,Non-Graduated,48
85,305,102476,0,1,Employed,45293,110674,1,Non-Graduated,55
37,498,225472,0,0,Employed,184872,150260,0,Graduated,32
66,416,951460,0,1,Self_Employed,197349,69981,1,Graduated,71
86,430,644442,1,1,Self_Employed,57301,149232,1,Non-Graduated,41
29,381,164750,1,1,Employed,40900,177409,0,Non-Graduated,86
23,330,166695,0,1,Self_Employed,83019,135177,0,Graduated,83
83,476,852913,0,2,Employed,156881,83158,0,Non-Graduated,31
67,329,556861,1,1,Self_Employed,11280,120473,1,Graduated,43
94,480,395282,1,2,Self_Employed,194448,74903,1,Graduated,31
56,350,528224,0,0,Employed,81718,187887,1,Graduated,50
55,350,543623,0,2,Self_Employed,46684,142774,0,Graduated,20
43,456,542725,1,1,Self_Employed,117489,43265,0,Non-Graduated,60
81,343,497970,1,0,Self_Employed,79884,96728,1,Non-Graduated,36
61,408,841518,0,2,Employed,36406,30155,1,Non-Graduated,96
76,381,373594,0,2,Self_Employed,158289,172008,1,Graduated,43
40,348,308034,1,2,Employed,173467,102973,0,Non-Graduated,39
23,471,611253,1,2,Self_Employed,154276,41983,0,Graduated,29
55,450,802052,0,1,Employed,81810,27705,0,Non-Graduated,62
20,317,728182,0,1,Employed,135352,71677,1,Non-Graduated,85
72,454,241008,0,0,Employed,19715,164225,0,Graduated,25
82,335,643460,1,1,Self_Employed,169872,10034,0,Graduated,87
26,357,854962,1,1,Employed,188936,50571,0,Non-Graduated,84
42,497,222270,1,1,Self_Employed,174134,105550,0,Non-Graduated,33
81,313,994090,0,1,Self_Employed,43514,187355,0,Graduated,74
59,339,75767,0,2,Self_Employed,109669,49640,1,Graduated,46
24,479,462520,0,0,Self_Employed,127252,160611,0,Graduated,49
82,370,580751,1,1,Self_Employed,147315,198535,0,Non-Graduated,62
35,441,579071,0,2,Employed,13927,44414,1,Graduated,80
82,349,521374,1,2,Self_Employed,186395,107599,1,Non-Graduated,28
34,377,235983,1,1,Employed,39508,134247,1,Graduated,23
95,486,637360,1,2,Employed,69499,81779,0,Non-Graduated,57
67,394,283976,1,0,Self_Employed,79377,126274,1,Non-Graduated,56
94,315,760832,0,1,Employed,182640,123239,0,Graduated,28
91,306,312094,1,0,Employed,182265,28076,0,Graduated,50
87,387,617595,1,2,Employed,65529,91548,0,Non-Graduated,31
18,314,682844,0,0,Employed,172236,81518,0,Non-Graduated,26
76,494,917898,0,1,Self_Employed,60692,154644,0,Graduated,80
50,471,354373,1,1,Self_Employed,64111,43896,1,Non-Graduated,37
60,376,613099,1,1,Self_Employed,86966,139405,1,Graduated,31
82,467,862567,0,0,Employed,20021,47709,1,Graduated,39
62,404,330268,1,1,Self_Employed,36321,81576,0,Non-Graduated,64
77,356,272396,0,0,Employed,108503,71590,1,Graduated,51
20,403,507671,0,1,Employed,59565,81941,0,Graduated,34
42,380,494013,1,0,Employed,169166,168438,1,Graduated,50
49,330,43624,0,0,Employed,195069,118589,1,Graduated,20
86,389,422108,0,2,Self_Employed,178772,86571,0,Graduated,39
49,412,556674,1,0,Self_Employed,141431,25796,1,Non-Graduated,54
56,304,753357,1,2,Employed,73889,143871,1,Non-Graduated,50
